modello,priorita,articolo,attivita,operazione
14854,J,S010-001297SL,AL_GENERALOTTO,0010
14854,J,S010-001297SL,AC,0020
14854,J,S010-001297SL,ASC,0030
14855,J,S010-000403SL,AL_GENERALOTTO,0010
14855,J,S010-000403SL,AC,0020
14855,J,S010-000403SL,ASC,0030
14858,J,S010-000948SL,AL_GENERALOTTO,0010
14858,J,S010-000948SL,AC,0020
14858,J,S010-000948SL,ASC,0030
14863,J,F010-000948,AL_GENERALOTTO,0010
14863,J,F010-000948,AC,0020
14863,J,F010-000948,ASC,0030
14863,J,F010-000948,AV,0040
14864,J,F010-001121,AL_GENERALOTTO,0010
14864,J,F010-001121,AC,0020
14864,J,F010-001121,ASC,0030
14864,J,F010-001121,AV,0040
14866,J,F010-001187,AL_GENERALOTTO,0010
14866,J,F010-001187,AC,0020
14866,J,F010-001187,ASC,0030
14866,J,F010-001187,AV,0040
14867,J,F010-000403,AL_GENERALOTTO,0010
14867,J,F010-000403,AC,0020
14867,J,F010-000403,ASC,0030
14867,J,F010-000403,AV,0040
14868,J,F010-000877,AL_GENERALOTTO,0010
14868,J,F010-000877,AC,0020
14868,J,F010-000877,ASC,0030
14868,J,F010-000877,AV,0040
14869,J,S010-000078SL,AL_GENERALOTTO,0010
14869,J,S010-000078SL,AC,0020
14869,J,S010-000078SL,ASC,0030
14873,J,F010-000078,AL_GENERALOTTO,0010
14873,J,F010-000078,AC,0020
14873,J,F010-000078,ASC,0030
14873,J,F010-000078,AV,0040
14874,J,F010-000899,AL_GENERALOTTO,0010
14874,J,F010-000899,AC,0020
14874,J,F010-000899,ASC,0030
14874,J,F010-000899,AV,0040
14875,A,F010-000643,AL_GENERALOTTO,0010
14875,A,F010-000643,AC,0020
14875,A,F010-000643,ASC,0030
14875,A,F010-000643,AW,0040
14876,J,F010-001183,AL_GENERALOTTO,0010
14876,J,F010-001183,AC,0020
14876,J,F010-001183,ASC,0030
14876,J,F010-001183,AV,0040
14928,J,F010-001298,AL_GENERALOTTO,0010
14928,J,F010-001298,AC,0020
14928,J,F010-001298,ASC,0030
14928,J,F010-001298,AV,0040
14988,J,F010-000446,AL_GENERALOTTO,0010
14988,J,F010-000446,AC,0020
14988,J,F010-000446,ASC,0030
14988,J,F010-000446,AV,0040
14992,J,F010-001170,AL_GENERALOTTO,0010
14992,J,F010-001170,AC,0020
14992,J,F010-001170,ASC,0030
14992,J,F010-001170,AV,0040
14995,J,F010-001238,AL_GENERALOTTO,0010
14995,J,F010-001238,AC,0020
14995,J,F010-001238,ASC,0030
14995,J,F010-001238,AV,0040
14997,J,F010-001195,AL_GENERALOTTO,0010
14997,J,F010-001195,AC,0020
14997,J,F010-001195,ASC,0030
14997,J,F010-001195,AV,0040
14999,J,F010-001343,AL_GENERALOTTO,0010
14999,J,F010-001343,AC,0020
14999,J,F010-001343,ASC,0030
14999,J,F010-001343,AV,0040
15005,J,F010-001334,AL_GENERALOTTO,0010
15005,J,F010-001334,AC,0020
15005,J,F010-001334,ASC,0030
15005,J,F010-001334,AV,0040
15059,J,F010-000894,AL_GENERALOTTO,0010
15059,J,F010-000894,AC,0020
15059,J,F010-000894,AC,0030
15059,J,F010-000894,AC,0040
15059,J,F010-000894,AFC,0050
15059,J,F010-000894,AV,0060
15245,A,F010-001262P,AL_GENERALOTTO,0010
15245,A,F010-001262P,AC,0020
15245,A,F010-001262P,AC,0030
15245,A,F010-001262P,AC,0040
15245,A,F010-001262P,ASC,0050
15250,A,F010-001264P,AL_GENERALOTTO,0010
15250,A,F010-001264P,AC,0020
15250,A,F010-001264P,AC,0030
15250,A,F010-001264P,AC,0040
15250,A,F010-001264P,ASC,0050
15251,A,F010-001266P,AL_GENERALOTTO,0010
15251,A,F010-001266P,AC,0020
15251,A,F010-001266P,AC,0030
15251,A,F010-001266P,AC,0040
15251,A,F010-001266P,ASC,0050
15252,A,F010-001267P,AL_GENERALOTTO,0010
15252,A,F010-001267P,AC,0020
15252,A,F010-001267P,AC,0030
15252,A,F010-001267P,AC,0040
15252,A,F010-001267P,ASC,0050
15253,A,F010-001268P,AL_GENERALOTTO,0010
15253,A,F010-001268P,AC,0020
15253,A,F010-001268P,AC,0030
15253,A,F010-001268P,AC,0040
15253,A,F010-001268P,ASC,0050
15254,A,F010-001269P,AL_GENERALOTTO,0010
15254,A,F010-001269P,AC,0020
15254,A,F010-001269P,AC,0030
15254,A,F010-001269P,AC,0040
15254,A,F010-001269P,ASC,0050
15324,J,F010-000053,AL_GENERALOTTO,0010
15324,J,F010-000053,AC,0020
15324,J,F010-000053,ASC,0030
15324,J,F010-000053,AV,0040
15430,J,F010-001517,AL_GENERALOTTO,0010
15430,J,F010-001517,AC,0020
15430,J,F010-001517,AC,0030
15430,J,F010-001517,AC,0040
15430,J,F010-001517,AFC,0050
15430,J,F010-001517,AV,0060
15483,J,F010-001440,AL_GENERALOTTO,0010
15483,J,F010-001440,AC,0020
15483,J,F010-001440,ASC,0030
15483,J,F010-001440,AV,0040
15555,J,F010-001535,AL_GENERALOTTO,0010
15555,J,F010-001535,AC,0020
15555,J,F010-001535,AC,0030
15555,J,F010-001535,ASC,0040
15555,J,F010-001535,AV,0050
15555,J,F010-001535,AC,0015
15556,J,F010-001536,AL_GENERALOTTO,0010
15556,J,F010-001536,AC,0020
15556,J,F010-001536,AC,0030
15556,J,F010-001536,ASC,0040
15556,J,F010-001536,AV,0050
15556,J,F010-001536,AC,0015
15566,J,F010-000671B,AL_GENERALOTTO,0010
15566,J,F010-000671B,AC,0020
15566,J,F010-000671B,ASC,0030
15566,J,F010-000671B,AV,0040
15569,J,F010-000828,AL_GENERALOTTO,0010
15569,J,F010-000828,AC,0020
15569,J,F010-000828,ASC,0030
15569,J,F010-000828,AV,0040
15588,J,F010-001300,AL_GENERALOTTO,0010
15588,J,F010-001300,AC,0020
15588,J,F010-001300,AC,0030
15588,J,F010-001300,ASC,0040
15588,J,F010-001300,AV,0050
15588,J,F010-001300,AC,0015
15590,J,F010-001302,AL_GENERALOTTO,0010
15590,J,F010-001302,AC,0020
15590,J,F010-001302,AC,0030
15590,J,F010-001302,ASC,0040
15590,J,F010-001302,AV,0050
15590,J,F010-001302,AC,0015
15591,J,F010-001398,AL_GENERALOTTO,0010
15591,J,F010-001398,AC,0020
15591,J,F010-001398,AC,0030
15591,J,F010-001398,ASC,0040
15591,J,F010-001398,AV,0050
15591,J,F010-001398,AC,0015
15592,J,F010-001399,AL_GENERALOTTO,0010
15592,J,F010-001399,AC,0020
15592,J,F010-001399,AC,0030
15592,J,F010-001399,ASC,0040
15592,J,F010-001399,AV,0050
15592,J,F010-001399,AC,0015
15596,J,F010-001336,AL_GENERALOTTO,0010
15596,J,F010-001336,AC,0020
15596,J,F010-001336,ASC,0030
15596,J,F010-001336,AV,0040
15600,J,F010-001322,AL_GENERALOTTO,0010
15600,J,F010-001322,AC,0020
15600,J,F010-001322,ASC,0030
15600,J,F010-001322,AV,0040
15601,J,F010-001333,AL_GENERALOTTO,0010
15601,J,F010-001333,AC,0020
15601,J,F010-001333,ASC,0030
15601,J,F010-001333,AV,0040
15603,J,F010-001317,AL_GENERALOTTO,0010
15603,J,F010-001317,AC,0020
15603,J,F010-001317,AC,0030
15603,J,F010-001317,AC,0040
15603,J,F010-001317,ASC,0050
15603,J,F010-001317,AV,0060
15603,J,F010-001317,AC,0015
15605,A,F010-001318,AL_GENERALOTTO,0010
15605,A,F010-001318,AC,0020
15605,A,F010-001318,AC,0030
15605,A,F010-001318,AC,0040
15605,A,F010-001318,AC,0050
15605,A,F010-001318,ASC,0060
15605,A,F010-001318,AC,0015
15605,A,F010-001318,AW,0070
15659,J,F010-000330,AL_GENERALOTTO,0010
15659,J,F010-000330,AC,0020
15659,J,F010-000330,ASC,0030
15659,J,F010-000330,AV,0040
15699,A,F010-001319,AL_GENERALOTTO,0010
15699,A,F010-001319,AC,0020
15699,A,F010-001319,AC,0030
15699,A,F010-001319,AC,0040
15699,A,F010-001319,AC,0050
15699,A,F010-001319,ASC,0060
15699,A,F010-001319,AC,0015
15699,A,F010-001319,AW,0070
15850,J,F010-000403B,AL_GENERALOTTO,0010
15850,J,F010-000403B,AC,0020
15850,J,F010-000403B,ASC,0030
15850,J,F010-000403B,AV,0040
15893,J,F010-001449,AL_GENERALOTTO,0010
15893,J,F010-001449,AC,0020
15893,J,F010-001449,ASC,0030
15893,J,F010-001449,AV,0040
15929,B,S010-001263RP,AL_GENERALOTTO,0010
15929,B,S010-001263RP,AC,0020
15929,B,S010-001263RP,ASC,0030
15930,A,S010-001265RP,AL_GENERALOTTO,0010
15930,A,S010-001265RP,AC,0020
15930,A,S010-001265RP,ASC,0030
15931,B,S010-001265RP,AL_GENERALOTTO,0010
15931,B,S010-001265RP,AC,0020
15931,B,S010-001265RP,ASC,0030
15932,A,S010-001234RP,AL_GENERALOTTO,0010
15932,A,S010-001234RP,AC,0020
15932,A,S010-001234RP,ASC,0030
15933,B,S010-001234RP,AL_GENERALOTTO,0010
15933,B,S010-001234RP,AC,0020
15933,B,S010-001234RP,ASC,0030
15934,A,S010-001235RP,AL_GENERALOTTO,0010
15934,A,S010-001235RP,AC,0020
15934,A,S010-001235RP,ASC,0030
15935,B,S010-001235RP,AL_GENERALOTTO,0010
15935,B,S010-001235RP,AC,0020
15935,B,S010-001235RP,ASC,0030
15936,A,S010-001236RP,AL_GENERALOTTO,0010
15936,A,S010-001236RP,AC,0020
15936,A,S010-001236RP,ASC,0030
15937,B,S010-001236RP,AL_GENERALOTTO,0010
15937,B,S010-001236RP,AC,0020
15937,B,S010-001236RP,ASC,0030
15938,A,S010-001289RP,AL_GENERALOTTO,0010
15938,A,S010-001289RP,AC,0020
15938,A,S010-001289RP,ASC,0030
15939,B,S010-001289RP,AL_GENERALOTTO,0010
15939,B,S010-001289RP,AC,0020
15939,B,S010-001289RP,ASC,0030
15940,A,S010-001315RP,AL_GENERALOTTO,0010
15940,A,S010-001315RP,AC,0020
15940,A,S010-001315RP,ASC,0030
15941,B,S010-001315RP,AL_GENERALOTTO,0010
15941,B,S010-001315RP,AC,0020
15941,B,S010-001315RP,ASC,0030
15942,A,S010-001316RP,AL_GENERALOTTO,0010
15942,A,S010-001316RP,AC,0020
15942,A,S010-001316RP,ASC,0030
15943,B,S010-001316RP,AL_GENERALOTTO,0010
15943,B,S010-001316RP,AC,0020
15943,B,S010-001316RP,ASC,0030
15944,A,S010-001451RP,AL_GENERALOTTO,0010
15944,A,S010-001451RP,AC,0020
15944,A,S010-001451RP,ASC,0030
15945,B,S010-001451RP,AL_GENERALOTTO,0010
15945,B,S010-001451RP,AC,0020
15945,B,S010-001451RP,ASC,0030
15946,A,S010-001452RP,AL_GENERALOTTO,0010
15946,A,S010-001452RP,AC,0020
15946,A,S010-001452RP,ASC,0030
15947,B,S010-001452RP,AL_GENERALOTTO,0010
15947,B,S010-001452RP,AC,0020
15947,B,S010-001452RP,ASC,0030
15948,A,S010-001262RP,AL_GENERALOTTO,0010
15948,A,S010-001262RP,AC,0020
15948,A,S010-001262RP,ASC,0030
15949,B,S010-001262RP,AL_GENERALOTTO,0010
15949,B,S010-001262RP,AC,0020
15949,B,S010-001262RP,ASC,0030
15950,J,S010-001264RP,AL_GENERALOTTO,0010
15950,J,S010-001264RP,AC,0020
15950,J,S010-001264RP,ASC,0030
15951,B,S010-001264RP,AL_GENERALOTTO,0010
15951,B,S010-001264RP,AC,0020
15951,B,S010-001264RP,ASC,0030
15952,J,S010-001266RP,AL_GENERALOTTO,0010
15952,J,S010-001266RP,AC,0020
15952,J,S010-001266RP,ASC,0030
15953,B,S010-001266RP,AL_GENERALOTTO,0010
15953,B,S010-001266RP,AC,0020
15953,B,S010-001266RP,ASC,0030
15954,A,S010-001267RP,AL_GENERALOTTO,0010
15954,A,S010-001267RP,AC,0020
15954,A,S010-001267RP,ASC,0030
15955,B,S010-001267RP,AL_GENERALOTTO,0010
15955,B,S010-001267RP,AC,0020
15955,B,S010-001267RP,ASC,0030
15956,A,S010-001268RP,AL_GENERALOTTO,0010
15956,A,S010-001268RP,AC,0020
15956,A,S010-001268RP,ASC,0030
15957,B,S010-001268RP,AL_GENERALOTTO,0010
15957,B,S010-001268RP,AC,0020
15957,B,S010-001268RP,ASC,0030
15958,A,S010-001269RP,AL_GENERALOTTO,0010
15958,A,S010-001269RP,AC,0020
15958,A,S010-001269RP,ASC,0030
15959,B,S010-001269RP,AL_GENERALOTTO,0010
15959,B,S010-001269RP,AC,0020
15959,B,S010-001269RP,ASC,0030
15960,A,S010-001263SL,AL_GENERALOTTO,0010
15960,A,S010-001263SL,AC,0020
15960,A,S010-001263SL,ASC_S1,0030
15961,B,S010-001263SL,AL_GENERALOTTO,0010
15961,B,S010-001263SL,AC,0020
15961,B,S010-001263SL,ASC_S2,0030
15962,A,S010-001263RP,AL_GENERALOTTO,0010
15962,A,S010-001263RP,AC,0020
15962,A,S010-001263RP,ASC,0030
15963,A,S010-001265SL,AL_GENERALOTTO,0010
15963,A,S010-001265SL,AC,0020
15963,A,S010-001265SL,ASC_S1,0030
15964,B,S010-001265SL,AL_GENERALOTTO,0010
15964,B,S010-001265SL,AC,0020
15964,B,S010-001265SL,ASC_S2,0030
15965,A,S010-001234SL,AL_GENERALOTTO,0010
15965,A,S010-001234SL,AC,0020
15965,A,S010-001234SL,ASC_S1,0030
15966,B,S010-001234SL,AL_GENERALOTTO,0010
15966,B,S010-001234SL,AC,0020
15966,B,S010-001234SL,ASC_S2,0030
15967,A,S010-001235SL,AL_GENERALOTTO,0010
15967,A,S010-001235SL,AC,0020
15967,A,S010-001235SL,ASC_S1,0030
15968,B,S010-001235SL,AL_GENERALOTTO,0010
15968,B,S010-001235SL,AC,0020
15968,B,S010-001235SL,ASC_S2,0030
15969,A,S010-001236SL,AL_GENERALOTTO,0010
15969,A,S010-001236SL,AC,0020
15969,A,S010-001236SL,ASC_S1,0030
15970,B,S010-001236SL,AL_GENERALOTTO,0010
15970,B,S010-001236SL,AC,0020
15970,B,S010-001236SL,ASC_S2,0030
15971,A,S010-001289SL,AL_GENERALOTTO,0010
15971,A,S010-001289SL,AC,0020
15971,A,S010-001289SL,ASC_S1,0030
15972,B,S010-001289SL,AL_GENERALOTTO,0010
15972,B,S010-001289SL,AC,0020
15972,B,S010-001289SL,ASC_S2,0030
15973,A,S010-001315SL,AL_GENERALOTTO,0010
15973,A,S010-001315SL,AC,0020
15973,A,S010-001315SL,ASC_S1,0030
15974,B,S010-001315SL,AL_GENERALOTTO,0010
15974,B,S010-001315SL,AC,0020
15974,B,S010-001315SL,ASC_S2,0030
15975,A,S010-001316SL,AL_GENERALOTTO,0010
15975,A,S010-001316SL,AC,0020
15975,A,S010-001316SL,ASC_S1,0030
15976,B,S010-001316SL,AL_GENERALOTTO,0010
15976,B,S010-001316SL,AC,0020
15976,B,S010-001316SL,ASC_S2,0030
15977,A,S010-001451SL,AL_GENERALOTTO,0010
15977,A,S010-001451SL,AC,0020
15977,A,S010-001451SL,ASC_S1,0030
15978,B,S010-001451SL,AL_GENERALOTTO,0010
15978,B,S010-001451SL,AC,0020
15978,B,S010-001451SL,ASC_S2,0030
15979,A,S010-001452SL,AL_GENERALOTTO,0010
15979,A,S010-001452SL,AC,0020
15979,A,S010-001452SL,ASC_S1,0030
15980,B,S010-001452SL,AL_GENERALOTTO,0010
15980,B,S010-001452SL,AC,0020
15980,B,S010-001452SL,ASC_S2,0030
15981,A,S010-001262SL,AL_GENERALOTTO,0010
15981,A,S010-001262SL,AC,0020
15981,A,S010-001262SL,ASC_S1,0030
15982,B,S010-001262SL,AL_GENERALOTTO,0010
15982,B,S010-001262SL,AC,0020
15982,B,S010-001262SL,ASC_S2,0030
15983,J,S010-001264SL,AL_GENERALOTTO,0010
15983,J,S010-001264SL,AC,0020
15983,J,S010-001264SL,ASC_S1,0030
15984,B,S010-001264SL,AL_GENERALOTTO,0010
15984,B,S010-001264SL,AC,0020
15984,B,S010-001264SL,ASC_S2,0030
15985,J,S010-001266SL,AL_GENERALOTTO,0010
15985,J,S010-001266SL,AC,0020
15985,J,S010-001266SL,ASC_S1,0030
15986,B,S010-001266SL,AL_GENERALOTTO,0010
15986,B,S010-001266SL,AC,0020
15986,B,S010-001266SL,ASC_S2,0030
15987,A,S010-001267SL,AL_GENERALOTTO,0010
15987,A,S010-001267SL,AC,0020
15987,A,S010-001267SL,ASC_S1,0030
15988,B,S010-001267SL,AL_GENERALOTTO,0010
15988,B,S010-001267SL,AC,0020
15988,B,S010-001267SL,ASC_S2,0030
15989,A,S010-001268SL,AL_GENERALOTTO,0010
15989,A,S010-001268SL,AC,0020
15989,A,S010-001268SL,ASC_S1,0030
15990,B,S010-001268SL,AL_GENERALOTTO,0010
15990,B,S010-001268SL,AC,0020
15990,B,S010-001268SL,ASC_S2,0030
15991,A,S010-001269SL,AL_GENERALOTTO,0010
15991,A,S010-001269SL,AC,0020
15991,A,S010-001269SL,ASC_S1,0030
15992,B,S010-001269SL,AL_GENERALOTTO,0010
15992,B,S010-001269SL,AC,0020
15992,B,S010-001269SL,ASC_S2,0030
16079,J,F010-001330,AL_GENERALOTTO,0010
16079,J,F010-001330,AC,0020
16079,J,F010-001330,ASC,0030
16079,J,F010-001330,AV,0040
16082,J,F010-000412A,AL_GENERALOTTO,0010
16082,J,F010-000412A,AC,0020
16082,J,F010-000412A,ASC,0030
16082,J,F010-000412A,AV,0040
16088,J,F010-000646,AL_GENERALOTTO,0010
16088,J,F010-000646,AC,0030
16088,J,F010-000646,ASC,0040
16088,J,F010-000646,AV,0050
16088,J,F010-000646,AC,0020
16122,J,F010-001263,AL_GENERALOTTO,0010
16122,J,F010-001263,AC,0020
16122,J,F010-001263,AC,0030
16122,J,F010-001263,AC,0040
16122,J,F010-001263,ASC,0050
16122,J,F010-001263,AV,0060
16123,J,F010-001265,AL_GENERALOTTO,0010
16123,J,F010-001265,AC,0020
16123,J,F010-001265,AC,0030
16123,J,F010-001265,AC,0040
16123,J,F010-001265,ASC,0050
16123,J,F010-001265,AV,0060
16124,J,F010-001234,AL_GENERALOTTO,0010
16124,J,F010-001234,AC,0020
16124,J,F010-001234,AC,0030
16124,J,F010-001234,AC,0040
16124,J,F010-001234,ASC,0050
16124,J,F010-001234,AV,0060
16125,J,F010-001235,AL_GENERALOTTO,0010
16125,J,F010-001235,AC,0020
16125,J,F010-001235,AC,0030
16125,J,F010-001235,AC,0040
16125,J,F010-001235,ASC,0050
16125,J,F010-001235,AV,0060
16126,J,F010-001236,AL_GENERALOTTO,0010
16126,J,F010-001236,AC,0020
16126,J,F010-001236,AC,0030
16126,J,F010-001236,AC,0040
16126,J,F010-001236,ASC,0050
16126,J,F010-001236,AV,0060
16128,J,F010-001289,AL_GENERALOTTO,0010
16128,J,F010-001289,AC,0020
16128,J,F010-001289,AC,0030
16128,J,F010-001289,AC,0040
16128,J,F010-001289,ASC,0050
16128,J,F010-001289,AV,0060
16129,J,F010-001315,AL_GENERALOTTO,0010
16129,J,F010-001315,AC,0020
16129,J,F010-001315,AC,0030
16129,J,F010-001315,AC,0040
16129,J,F010-001315,ASC,0050
16129,J,F010-001315,AV,0060
16130,J,F010-001316,AL_GENERALOTTO,0010
16130,J,F010-001316,AC,0020
16130,J,F010-001316,AC,0030
16130,J,F010-001316,AC,0040
16130,J,F010-001316,ASC,0050
16130,J,F010-001316,AV,0060
16131,J,F010-001451,AL_GENERALOTTO,0010
16131,J,F010-001451,AC,0020
16131,J,F010-001451,AC,0030
16131,J,F010-001451,AC,0040
16131,J,F010-001451,ASC,0050
16131,J,F010-001451,AV,0060
16132,J,F010-001452,AL_GENERALOTTO,0010
16132,J,F010-001452,AC,0020
16132,J,F010-001452,AC,0030
16132,J,F010-001452,AC,0040
16132,J,F010-001452,ASC,0050
16132,J,F010-001452,AV,0060
16156,J,F010-000528B,AL_GENERALOTTO,0010
16156,J,F010-000528B,AC,0020
16156,J,F010-000528B,AC,0030
16156,J,F010-000528B,AC,0040
16156,J,F010-000528B,ASC,0050
16156,J,F010-000528B,AV,0060
16157,J,F010-001407,AL_GENERALOTTO,0010
16157,J,F010-001407,AC,0020
16157,J,F010-001407,AC,0030
16157,J,F010-001407,AC,0040
16157,J,F010-001407,ASC,0050
16157,J,F010-001407,AV,0060
16158,J,F010-001407A,AL_GENERALOTTO,0010
16158,J,F010-001407A,AC,0020
16158,J,F010-001407A,AC,0030
16158,J,F010-001407A,AC,0040
16158,J,F010-001407A,ASC,0050
16158,J,F010-001407A,AV,0060
16159,J,F010-001407HEN,AL_GENERALOTTO,0010
16159,J,F010-001407HEN,AC,0020
16159,J,F010-001407HEN,AC,0030
16159,J,F010-001407HEN,AC,0040
16159,J,F010-001407HEN,ASC,0050
16159,J,F010-001407HEN,AV,0060
16160,J,F010-001407K1,AL_GENERALOTTO,0010
16160,J,F010-001407K1,AC,0020
16160,J,F010-001407K1,AC,0030
16160,J,F010-001407K1,AC,0040
16160,J,F010-001407K1,ASC,0050
16160,J,F010-001407K1,AV,0060
16162,J,F010-000526,AL_GENERALOTTO,0010
16162,J,F010-000526,AC,0020
16162,J,F010-000526,AC,0030
16162,J,F010-000526,AC,0040
16162,J,F010-000526,ASC,0050
16162,J,F010-000526,AV,0060
16164,J,F010-000526K1,AL_GENERALOTTO,0010
16164,J,F010-000526K1,AC,0020
16164,J,F010-000526K1,AC,0030
16164,J,F010-000526K1,AC,0040
16164,J,F010-000526K1,ASC,0050
16164,J,F010-000526K1,AV,0060
16165,J,F010-001409,AL_GENERALOTTO,0010
16165,J,F010-001409,AC,0020
16165,J,F010-001409,AC,0030
16165,J,F010-001409,AC,0040
16165,J,F010-001409,ASC,0050
16165,J,F010-001409,AV,0060
16166,J,F010-001409A,AL_GENERALOTTO,0010
16166,J,F010-001409A,AC,0020
16166,J,F010-001409A,AC,0030
16166,J,F010-001409A,AC,0040
16166,J,F010-001409A,ASC,0050
16166,J,F010-001409A,AV,0060
16167,J,F010-001409HEN,AL_GENERALOTTO,0010
16167,J,F010-001409HEN,AC,0020
16167,J,F010-001409HEN,AC,0030
16167,J,F010-001409HEN,AC,0040
16167,J,F010-001409HEN,ASC,0050
16167,J,F010-001409HEN,AV,0060
16168,J,F010-001409K1,AL_GENERALOTTO,0010
16168,J,F010-001409K1,AC,0020
16168,J,F010-001409K1,AC,0030
16168,J,F010-001409K1,AC,0040
16168,J,F010-001409K1,ASC,0050
16168,J,F010-001409K1,AV,0060
16170,J,F010-000528K1,AL_GENERALOTTO,0010
16170,J,F010-000528K1,AC,0020
16170,J,F010-000528K1,AC,0030
16170,J,F010-000528K1,AC,0040
16170,J,F010-000528K1,ASC,0050
16170,J,F010-000528K1,AV,0060
16171,J,F010-001401,AL_GENERALOTTO,0010
16171,J,F010-001401,AC,0020
16171,J,F010-001401,AC,0030
16171,J,F010-001401,AC,0040
16171,J,F010-001401,ASC,0050
16171,J,F010-001401,AV,0060
16172,J,F010-001401K1,AL_GENERALOTTO,0010
16172,J,F010-001401K1,AC,0020
16172,J,F010-001401K1,AC,0030
16172,J,F010-001401K1,AC,0040
16172,J,F010-001401K1,ASC,0050
16172,J,F010-001401K1,AV,0060
16173,J,F010-001386,AL_GENERALOTTO,0010
16173,J,F010-001386,AC,0020
16173,J,F010-001386,AC,0030
16173,J,F010-001386,AC,0040
16173,J,F010-001386,ASC,0050
16173,J,F010-001386,AV,0060
16174,J,F010-001386A,AL_GENERALOTTO,0010
16174,J,F010-001386A,AC,0020
16174,J,F010-001386A,AC,0030
16174,J,F010-001386A,AC,0040
16174,J,F010-001386A,ASC,0050
16174,J,F010-001386A,AV,0060
16175,J,F010-001461,AL_GENERALOTTO,0010
16175,J,F010-001461,AC,0020
16175,J,F010-001461,AC,0030
16175,J,F010-001461,AC,0040
16175,J,F010-001461,ASC,0050
16175,J,F010-001461,AV,0060
16176,J,F010-001461A,AL_GENERALOTTO,0010
16176,J,F010-001461A,AC,0020
16176,J,F010-001461A,AC,0030
16176,J,F010-001461A,AC,0040
16176,J,F010-001461A,ASC,0050
16176,J,F010-001461A,AV,0060
16177,J,F010-001461K1,AL_GENERALOTTO,0010
16177,J,F010-001461K1,AC,0020
16177,J,F010-001461K1,AC,0030
16177,J,F010-001461K1,AC,0040
16177,J,F010-001461K1,ASC,0050
16177,J,F010-001461K1,AV,0060
16178,J,F010-000527,AL_GENERALOTTO,0010
16178,J,F010-000527,AC,0020
16178,J,F010-000527,AC,0030
16178,J,F010-000527,AC,0040
16178,J,F010-000527,ASC,0050
16178,J,F010-000527,AV,0060
16180,J,F010-000527K1,AL_GENERALOTTO,0010
16180,J,F010-000527K1,AC,0020
16180,J,F010-000527K1,AC,0030
16180,J,F010-000527K1,AC,0040
16180,J,F010-000527K1,ASC,0050
16180,J,F010-000527K1,AV,0060
16182,J,F010-000529K1,AL_GENERALOTTO,0010
16182,J,F010-000529K1,AC,0020
16182,J,F010-000529K1,AC,0030
16182,J,F010-000529K1,AC,0040
16182,J,F010-000529K1,ASC,0050
16182,J,F010-000529K1,AV,0060
16183,J,F010-000532,AL_GENERALOTTO,0010
16183,J,F010-000532,AC,0020
16183,J,F010-000532,AC,0030
16183,J,F010-000532,AC,0040
16183,J,F010-000532,ASC,0050
16183,J,F010-000532,AV,0060
16185,J,F010-000532K1,AL_GENERALOTTO,0010
16185,J,F010-000532K1,AC,0020
16185,J,F010-000532K1,AC,0030
16185,J,F010-000532K1,AC,0040
16185,J,F010-000532K1,ASC,0050
16185,J,F010-000532K1,AV,0060
16187,J,F010-000534,AL_GENERALOTTO,0010
16187,J,F010-000534,AC,0020
16187,J,F010-000534,AC,0030
16187,J,F010-000534,AC,0040
16187,J,F010-000534,ASC,0050
16187,J,F010-000534,AV,0060
16189,J,F010-000534HEN,AL_GENERALOTTO,0010
16189,J,F010-000534HEN,AC,0020
16189,J,F010-000534HEN,AC,0030
16189,J,F010-000534HEN,AC,0040
16189,J,F010-000534HEN,ASC,0050
16189,J,F010-000534HEN,AV,0060
16190,J,F010-000534K1,AL_GENERALOTTO,0010
16190,J,F010-000534K1,AC,0020
16190,J,F010-000534K1,AC,0030
16190,J,F010-000534K1,AC,0040
16190,J,F010-000534K1,ASC,0050
16190,J,F010-000534K1,AV,0060
16192,J,F010-000533,AL_GENERALOTTO,0010
16192,J,F010-000533,AC,0020
16192,J,F010-000533,AC,0030
16192,J,F010-000533,AC,0040
16192,J,F010-000533,ASC,0050
16192,J,F010-000533,AV,0060
16194,J,F010-000533K1,AL_GENERALOTTO,0010
16194,J,F010-000533K1,AC,0020
16194,J,F010-000533K1,AC,0030
16194,J,F010-000533K1,AC,0040
16194,J,F010-000533K1,ASC,0050
16194,J,F010-000533K1,AV,0060
16196,J,F010-000870,AL_GENERALOTTO,0010
16196,J,F010-000870,AC,0020
16196,J,F010-000870,AC,0030
16196,J,F010-000870,AC,0040
16196,J,F010-000870,ASC,0050
16196,J,F010-000870,AV,0060
16198,J,F010-000870HEN,AL_GENERALOTTO,0010
16198,J,F010-000870HEN,AC,0020
16198,J,F010-000870HEN,AC,0030
16198,J,F010-000870HEN,AC,0040
16198,J,F010-000870HEN,ASC,0050
16198,J,F010-000870HEN,AV,0060
16199,J,F010-000870K1,AL_GENERALOTTO,0010
16199,J,F010-000870K1,AC,0020
16199,J,F010-000870K1,AC,0030
16199,J,F010-000870K1,AC,0040
16199,J,F010-000870K1,ASC,0050
16199,J,F010-000870K1,AV,0060
16202,J,F010-000535K1,AL_GENERALOTTO,0010
16202,J,F010-000535K1,AC,0020
16202,J,F010-000535K1,AC,0030
16202,J,F010-000535K1,AC,0040
16202,J,F010-000535K1,ASC,0050
16202,J,F010-000535K1,AV,0060
16206,J,F010-000536K1,AL_GENERALOTTO,0010
16206,J,F010-000536K1,AC,0020
