modello,priorita,articolo,attivita,operazione
22330,A,F010-001387,AC,0030
22330,A,F010-001387,AC,0040
22330,A,F010-001387,ASC,0050
22330,A,F010-001387,AV,0060
22334,A,F010-001388,AL_GENERALOTTO,0010
22334,A,F010-001388,AC,0020
22334,A,F010-001388,AC,0030
22334,A,F010-001388,AC,0040
22334,A,F010-001388,ASC,0050
22334,A,F010-001388,AV,0060
22339,A,F010-001389,AL_GENERALOTTO,0010
22339,A,F010-001389,AC,0020
22339,A,F010-001389,AC,0030
22339,A,F010-001389,AC,0040
22339,A,F010-001389,ASC,0050
22339,A,F010-001389,AV,0060
22340,J,F010-001389,AL_GENERALOTTO,0010
22340,J,F010-001389,AC,0030
22340,J,F010-001389,ASC,0050
22340,J,F010-001389,AV,0060
22345,A,F010-001390,AL_GENERALOTTO,0010
22345,A,F010-001390,AC,0020
22345,A,F010-001390,AC,0030
22345,A,F010-001390,AC,0040
22345,A,F010-001390,ASC,0050
22345,A,F010-001390,AV,0060
22349,A,F010-001391,AL_GENERALOTTO,0010
22349,A,F010-001391,AC,0020
22349,A,F010-001391,AC,0030
22349,A,F010-001391,AC,0040
22349,A,F010-001391,ASC,0050
22349,A,F010-001391,AV,0060
22351,A,F010-001392,AL_GENERALOTTO,0010
22351,A,F010-001392,AC,0020
22351,A,F010-001392,AC,0030
22351,A,F010-001392,AC,0040
22351,A,F010-001392,ASC,0050
22351,A,F010-001392,AV,0060
22354,B,F010-001393K1,AL_GENERALOTTO,0010
22354,B,F010-001393K1,AC,0020
22354,B,F010-001393K1,AC,0030
22354,B,F010-001393K1,AC,0040
22354,B,F010-001393K1,ASC,0050
22354,B,F010-001393K1,AV,0060
22355,A,F010-001393K1,AL_GENERALOTTO,0010
22355,A,F010-001393K1,AC,0020
22355,A,F010-001393K1,AC,0030
22355,A,F010-001393K1,AC,0040
22355,A,F010-001393K1,ASC,0050
22355,A,F010-001393K1,AV,0060
22358,B,F010-001393,AL_GENERALOTTO,0010
22358,B,F010-001393,AC,0020
22358,B,F010-001393,AC,0030
22358,B,F010-001393,AC,0040
22358,B,F010-001393,ASC,0050
22358,B,F010-001393,AV,0060
22359,A,F010-001393,AL_GENERALOTTO,0010
22359,A,F010-001393,AC,0020
22359,A,F010-001393,AC,0030
22359,A,F010-001393,AC,0040
22359,A,F010-001393,ASC,0050
22359,A,F010-001393,AV,0060
22362,B,F010-001395,AL_GENERALOTTO,0010
22362,B,F010-001395,AC,0020
22362,B,F010-001395,AC,0030
22362,B,F010-001395,AC,0040
22362,B,F010-001395,ASC,0050
22362,B,F010-001395,AV,0060
22363,A,F010-001395,AL_GENERALOTTO,0010
22363,A,F010-001395,AC,0020
22363,A,F010-001395,AC,0030
22363,A,F010-001395,AC,0040
22363,A,F010-001395,ASC,0050
22363,A,F010-001395,AV,0060
22364,A,F010-001396,AL_GENERALOTTO,0010
22364,A,F010-001396,AC,0040
22364,A,F010-001396,AC,0050
22364,A,F010-001396,AC,0060
22364,A,F010-001396,AC,0070
22364,A,F010-001396,AC,0080
22364,A,F010-001396,AC,0090
22364,A,F010-001396,AC,0100
22364,A,F010-001396,AC,0110
22364,A,F010-001396,AC,0120
22364,A,F010-001396,ASC,0130
22364,A,F010-001396,AS,0140
22364,A,F010-001396,AV,0150
22364,A,F010-001396,AC,0020
22364,A,F010-001396,ASC_ST_PVD,0030
22365,A,F010-001397K1,AL_GENERALOTTO,0010
22365,A,F010-001397K1,AC,0020
22365,A,F010-001397K1,ASC,0030
22365,A,F010-001397K1,AV,0040
22366,A,F010-001397,AL_GENERALOTTO,0010
22366,A,F010-001397,AC,0020
22366,A,F010-001397,AC,0030
22366,A,F010-001397,AC,0040
22366,A,F010-001397,ASC,0050
22366,A,F010-001397,AV,0060
22367,A,F010-001398,AL_GENERALOTTO,0010
22367,A,F010-001398,AC,0020
22367,A,F010-001398,AC,0030
22367,A,F010-001398,ASC,0040
22367,A,F010-001398,AV,0050
22367,A,F010-001398,AC,0015
22368,A,F010-001399,AL_GENERALOTTO,0010
22368,A,F010-001399,AC,0020
22368,A,F010-001399,AC,0030
22368,A,F010-001399,ASC,0040
22368,A,F010-001399,AV,0050
22368,A,F010-001399,AC,0015
22369,B,F010-001400K1,AL_GENERALOTTO,0010
22369,B,F010-001400K1,AC,0020
22369,B,F010-001400K1,AC,0030
22369,B,F010-001400K1,AC,0040
22369,B,F010-001400K1,ASC,0050
22369,B,F010-001400K1,AV,0060
22370,A,F010-001400K1,AL_GENERALOTTO,0010
22370,A,F010-001400K1,AC,0020
22370,A,F010-001400K1,AC,0030
22370,A,F010-001400K1,AC,0040
22370,A,F010-001400K1,ASC,0050
22370,A,F010-001400K1,AV,0060
22373,B,F010-001400,AL_GENERALOTTO,0010
22373,B,F010-001400,AC,0020
22373,B,F010-001400,AC,0030
22373,B,F010-001400,AC,0040
22373,B,F010-001400,ASC,0050
22373,B,F010-001400,AV,0060
22374,A,F010-001400,AL_GENERALOTTO,0010
22374,A,F010-001400,AC,0020
22374,A,F010-001400,AC,0030
22374,A,F010-001400,AC,0040
22374,A,F010-001400,ASC,0050
22374,A,F010-001400,AV,0060
22375,B,F010-001401K1,AL_GENERALOTTO,0010
22375,B,F010-001401K1,AC,0020
22375,B,F010-001401K1,AC,0030
22375,B,F010-001401K1,AC,0040
22375,B,F010-001401K1,ASC,0050
22375,B,F010-001401K1,AV,0060
22376,A,F010-001401K1,AL_GENERALOTTO,0010
22376,A,F010-001401K1,AC,0020
22376,A,F010-001401K1,AC,0030
22376,A,F010-001401K1,AC,0040
22376,A,F010-001401K1,ASC,0050
22376,A,F010-001401K1,AV,0060
22379,B,F010-001401,AL_GENERALOTTO,0010
22379,B,F010-001401,AC,0020
22379,B,F010-001401,AC,0030
22379,B,F010-001401,AC,0040
22379,B,F010-001401,ASC,0050
22379,B,F010-001401,AV,0060
22380,A,F010-001401,AL_GENERALOTTO,0010
22380,A,F010-001401,AC,0020
22380,A,F010-001401,AC,0030
22380,A,F010-001401,AC,0040
22380,A,F010-001401,ASC,0050
22380,A,F010-001401,AV,0060
22387,B,F010-001402,AL_GENERALOTTO,0010
22387,B,F010-001402,AC,0020
22387,B,F010-001402,AC,0030
22387,B,F010-001402,AC,0040
22387,B,F010-001402,ASC,0050
22387,B,F010-001402,AV,0060
22388,A,F010-001402,AL_GENERALOTTO,0010
22388,A,F010-001402,AC,0020
22388,A,F010-001402,AC,0030
22388,A,F010-001402,AC,0040
22388,A,F010-001402,ASC,0050
22388,A,F010-001402,AV,0060
22389,B,F010-001403A,AL_GENERALOTTO,0010
22389,B,F010-001403A,AC,0020
22389,B,F010-001403A,AC,0030
22389,B,F010-001403A,AC,0040
22389,B,F010-001403A,ASC,0050
22389,B,F010-001403A,AV,0060
22390,A,F010-001403A,AL_GENERALOTTO,0010
22390,A,F010-001403A,AC,0020
22390,A,F010-001403A,AC,0030
22390,A,F010-001403A,AC,0040
22390,A,F010-001403A,ASC,0050
22390,A,F010-001403A,AV,0060
22393,B,F010-001403K1,AL_GENERALOTTO,0010
22393,B,F010-001403K1,AC,0020
22393,B,F010-001403K1,AC,0030
22393,B,F010-001403K1,AC,0040
22393,B,F010-001403K1,ASC,0050
22393,B,F010-001403K1,AV,0060
22394,A,F010-001403K1,AL_GENERALOTTO,0010
22394,A,F010-001403K1,AC,0020
22394,A,F010-001403K1,AC,0030
22394,A,F010-001403K1,AC,0040
22394,A,F010-001403K1,ASC,0050
22394,A,F010-001403K1,AV,0060
22397,B,F010-001403,AL_GENERALOTTO,0010
22397,B,F010-001403,AC,0020
22397,B,F010-001403,AC,0030
22397,B,F010-001403,AC,0040
22397,B,F010-001403,ASC,0050
22397,B,F010-001403,AV,0060
22398,A,F010-001403,AL_GENERALOTTO,0010
22398,A,F010-001403,AC,0020
22398,A,F010-001403,AC,0030
22398,A,F010-001403,AC,0040
22398,A,F010-001403,ASC,0050
22398,A,F010-001403,AV,0060
22401,B,F010-001404HEN,AL_GENERALOTTO,0010
22401,B,F010-001404HEN,AC,0020
22401,B,F010-001404HEN,AC,0030
22401,B,F010-001404HEN,AC,0040
22401,B,F010-001404HEN,ASC,0050
22401,B,F010-001404HEN,AV,0060
22402,A,F010-001404HEN,AL_GENERALOTTO,0010
22402,A,F010-001404HEN,AC,0020
22402,A,F010-001404HEN,AC,0030
22402,A,F010-001404HEN,AC,0040
22402,A,F010-001404HEN,ASC,0050
22402,A,F010-001404HEN,AV,0060
22403,B,F010-001404K1,AL_GENERALOTTO,0010
22403,B,F010-001404K1,AC,0020
22403,B,F010-001404K1,AC,0030
22403,B,F010-001404K1,AC,0040
22403,B,F010-001404K1,ASC,0050
22403,B,F010-001404K1,AV,0060
22404,A,F010-001404K1,AL_GENERALOTTO,0010
22404,A,F010-001404K1,AC,0020
22404,A,F010-001404K1,AC,0030
22404,A,F010-001404K1,AC,0040
22404,A,F010-001404K1,ASC,0050
22404,A,F010-001404K1,AV,0060
22407,B,F010-001404,AL_GENERALOTTO,0010
22407,B,F010-001404,AC,0020
22407,B,F010-001404,AC,0030
22407,B,F010-001404,AC,0040
22407,B,F010-001404,ASC,0050
22407,B,F010-001404,AV,0060
22408,A,F010-001404,AL_GENERALOTTO,0010
22408,A,F010-001404,AC,0020
22408,A,F010-001404,AC,0030
22408,A,F010-001404,AC,0040
22408,A,F010-001404,ASC,0050
22408,A,F010-001404,AV,0060
22409,B,F010-001405HEN,AL_GENERALOTTO,0010
22409,B,F010-001405HEN,AC,0020
22409,B,F010-001405HEN,AC,0030
22409,B,F010-001405HEN,AC,0040
22409,B,F010-001405HEN,ASC,0050
22409,B,F010-001405HEN,AV,0060
22410,A,F010-001405HEN,AL_GENERALOTTO,0010
22410,A,F010-001405HEN,AC,0020
22410,A,F010-001405HEN,AC,0030
22410,A,F010-001405HEN,AC,0040
22410,A,F010-001405HEN,ASC,0050
22410,A,F010-001405HEN,AV,0060
22411,B,F010-001405K1,AL_GENERALOTTO,0010
22411,B,F010-001405K1,AC,0020
22411,B,F010-001405K1,AC,0030
22411,B,F010-001405K1,AC,0040
22411,B,F010-001405K1,ASC,0050
22411,B,F010-001405K1,AV,0060
22412,A,F010-001405K1,AL_GENERALOTTO,0010
22412,A,F010-001405K1,AC,0020
22412,A,F010-001405K1,AC,0030
22412,A,F010-001405K1,AC,0040
22412,A,F010-001405K1,ASC,0050
22412,A,F010-001405K1,AV,0060
22415,B,F010-001405,AL_GENERALOTTO,0010
22415,B,F010-001405,AC,0020
22415,B,F010-001405,AC,0030
22415,B,F010-001405,AC,0040
22415,B,F010-001405,ASC,0050
22415,B,F010-001405,AV,0060
22416,A,F010-001405,AL_GENERALOTTO,0010
22416,A,F010-001405,AC,0020
22416,A,F010-001405,AC,0030
22416,A,F010-001405,AC,0040
22416,A,F010-001405,ASC,0050
22416,A,F010-001405,AV,0060
22417,B,F010-001406HEN,AL_GENERALOTTO,0010
22417,B,F010-001406HEN,AC,0020
22417,B,F010-001406HEN,AC,0030
22417,B,F010-001406HEN,AC,0040
22417,B,F010-001406HEN,ASC,0050
22417,B,F010-001406HEN,AV,0060
22418,A,F010-001406HEN,AL_GENERALOTTO,0010
22418,A,F010-001406HEN,AC,0020
22418,A,F010-001406HEN,AC,0030
22418,A,F010-001406HEN,AC,0040
22418,A,F010-001406HEN,ASC,0050
22418,A,F010-001406HEN,AV,0060
22419,B,F010-001406K1,AL_GENERALOTTO,0010
22419,B,F010-001406K1,AC,0020
22419,B,F010-001406K1,AC,0030
22419,B,F010-001406K1,AC,0040
22419,B,F010-001406K1,ASC,0050
22419,B,F010-001406K1,AV,0060
22420,A,F010-001406K1,AL_GENERALOTTO,0010
22420,A,F010-001406K1,AC,0020
22420,A,F010-001406K1,AC,0030
22420,A,F010-001406K1,AC,0040
22420,A,F010-001406K1,ASC,0050
22420,A,F010-001406K1,AV,0060
22423,B,F010-001406,AL_GENERALOTTO,0010
22423,B,F010-001406,AC,0020
22423,B,F010-001406,AC,0030
22423,B,F010-001406,AC,0040
22423,B,F010-001406,ASC,0050
22423,B,F010-001406,AV,0060
22424,A,F010-001406,AL_GENERALOTTO,0010
22424,A,F010-001406,AC,0020
22424,A,F010-001406,AC,0030
22424,A,F010-001406,AC,0040
22424,A,F010-001406,ASC,0050
22424,A,F010-001406,AV,0060
22425,B,F010-001407A,AL_GENERALOTTO,0010
22425,B,F010-001407A,AC,0020
22425,B,F010-001407A,AC,0030
22425,B,F010-001407A,AC,0040
22425,B,F010-001407A,ASC,0050
22425,B,F010-001407A,AV,0060
22426,A,F010-001407A,AL_GENERALOTTO,0010
22426,A,F010-001407A,AC,0020
22426,A,F010-001407A,AC,0030
22426,A,F010-001407A,AC,0040
22426,A,F010-001407A,ASC,0050
22426,A,F010-001407A,AV,0060
22427,B,F010-001407HEN,AL_GENERALOTTO,0010
22427,B,F010-001407HEN,AC,0020
22427,B,F010-001407HEN,AC,0030
22427,B,F010-001407HEN,AC,0040
22427,B,F010-001407HEN,ASC,0050
22427,B,F010-001407HEN,AV,0060
22428,A,F010-001407HEN,AL_GENERALOTTO,0010
22428,A,F010-001407HEN,AC,0020
22428,A,F010-001407HEN,AC,0030
22428,A,F010-001407HEN,AC,0040
22428,A,F010-001407HEN,ASC,0050
22428,A,F010-001407HEN,AV,0060
22429,B,F010-001407K1,AL_GENERALOTTO,0010
22429,B,F010-001407K1,AC,0020
22429,B,F010-001407K1,AC,0030
22429,B,F010-001407K1,AC,0040
22429,B,F010-001407K1,ASC,0050
22429,B,F010-001407K1,AV,0060
22430,A,F010-001407K1,AL_GENERALOTTO,0010
22430,A,F010-001407K1,AC,0020
22430,A,F010-001407K1,AC,0030
22430,A,F010-001407K1,AC,0040
22430,A,F010-001407K1,ASC,0050
22430,A,F010-001407K1,AV,0060
22433,B,F010-001407,AL_GENERALOTTO,0010
22433,B,F010-001407,AC,0020
22433,B,F010-001407,AC,0030
22433,B,F010-001407,AC,0040
22433,B,F010-001407,ASC,0050
22433,B,F010-001407,AV,0060
22434,A,F010-001407,AL_GENERALOTTO,0010
22434,A,F010-001407,AC,0020
22434,A,F010-001407,AC,0030
22434,A,F010-001407,AC,0040
22434,A,F010-001407,ASC,0050
22434,A,F010-001407,AV,0060
22437,B,F010-001408K1,AL_GENERALOTTO,0010
22437,B,F010-001408K1,AC,0020
22437,B,F010-001408K1,AC,0030
22437,B,F010-001408K1,AC,0040
22437,B,F010-001408K1,ASC,0050
22437,B,F010-001408K1,AV,0060
22438,A,F010-001408K1,AL_GENERALOTTO,0010
22438,A,F010-001408K1,AC,0020
22438,A,F010-001408K1,AC,0030
22438,A,F010-001408K1,AC,0040
22438,A,F010-001408K1,ASC,0050
22438,A,F010-001408K1,AV,0060
22441,B,F010-001408,AL_GENERALOTTO,0010
22441,B,F010-001408,AC,0020
22441,B,F010-001408,AC,0030
22441,B,F010-001408,AC,0040
22441,B,F010-001408,ASC,0050
22441,B,F010-001408,AV,0060
22442,A,F010-001408,AL_GENERALOTTO,0010
22442,A,F010-001408,AC,0020
22442,A,F010-001408,AC,0030
22442,A,F010-001408,AC,0040
22442,A,F010-001408,ASC,0050
22442,A,F010-001408,AV,0060
22443,B,F010-001409A,AL_GENERALOTTO,0010
22443,B,F010-001409A,AC,0020
22443,B,F010-001409A,AC,0030
22443,B,F010-001409A,AC,0040
22443,B,F010-001409A,ASC,0050
22443,B,F010-001409A,AV,0060
22444,A,F010-001409A,AL_GENERALOTTO,0010
22444,A,F010-001409A,AC,0020
22444,A,F010-001409A,AC,0030
22444,A,F010-001409A,AC,0040
22444,A,F010-001409A,ASC,0050
22444,A,F010-001409A,AV,0060
22445,B,F010-001409HEN,AL_GENERALOTTO,0010
22445,B,F010-001409HEN,AC,0020
22445,B,F010-001409HEN,AC,0030
22445,B,F010-001409HEN,AC,0040
22445,B,F010-001409HEN,ASC,0050
22445,B,F010-001409HEN,AV,0060
22446,A,F010-001409HEN,AL_GENERALOTTO,0010
22446,A,F010-001409HEN,AC,0020
22446,A,F010-001409HEN,AC,0030
22446,A,F010-001409HEN,AC,0040
22446,A,F010-001409HEN,ASC,0050
22446,A,F010-001409HEN,AV,0060
22447,B,F010-001409K1,AL_GENERALOTTO,0010
22447,B,F010-001409K1,AC,0020
22447,B,F010-001409K1,AC,0030
22447,B,F010-001409K1,AC,0040
22447,B,F010-001409K1,ASC,0050
22447,B,F010-001409K1,AV,0060
22448,A,F010-001409K1,AL_GENERALOTTO,0010
22448,A,F010-001409K1,AC,0020
22448,A,F010-001409K1,AC,0030
22448,A,F010-001409K1,AC,0040
22448,A,F010-001409K1,ASC,0050
22448,A,F010-001409K1,AV,0060
22451,B,F010-001409,AL_GENERALOTTO,0010
22451,B,F010-001409,AC,0020
22451,B,F010-001409,AC,0030
22451,B,F010-001409,AC,0040
22451,B,F010-001409,ASC,0050
22451,B,F010-001409,AV,0060
22452,A,F010-001409,AL_GENERALOTTO,0010
22452,A,F010-001409,AC,0020
22452,A,F010-001409,AC,0030
22452,A,F010-001409,AC,0040
22452,A,F010-001409,ASC,0050
22452,A,F010-001409,AV,0060
22457,B,F010-001410,AL_GENERALOTTO,0010
22457,B,F010-001410,AC,0020
22457,B,F010-001410,AC,0030
22457,B,F010-001410,AC,0040
22457,B,F010-001410,ASC,0050
22457,B,F010-001410,AV,0060
22458,A,F010-001410,AL_GENERALOTTO,0010
22458,A,F010-001410,AC,0020
22458,A,F010-001410,AC,0030
22458,A,F010-001410,AC,0040
22458,A,F010-001410,ASC,0050
22458,A,F010-001410,AV,0060
22463,B,F010-001412,AL_GENERALOTTO,0010
22463,B,F010-001412,AC,0020
22463,B,F010-001412,AC,0030
22463,B,F010-001412,AC,0040
22463,B,F010-001412,ASC,0050
22463,B,F010-001412,AV,0060
22464,A,F010-001412,AL_GENERALOTTO,0010
22464,A,F010-001412,AC,0020
22464,A,F010-001412,AC,0030
22464,A,F010-001412,AC,0040
22464,A,F010-001412,ASC,0050
22464,A,F010-001412,AV,0060
22466,B,F010-001413,AL_GENERALOTTO,0010
22466,B,F010-001413,AC,0020
22466,B,F010-001413,AC,0030
22466,B,F010-001413,AC,0040
22466,B,F010-001413,ASC,0050
22466,B,F010-001413,AV,0060
22467,A,F010-001413,AL_GENERALOTTO,0010
22467,A,F010-001413,AC,0020
22467,A,F010-001413,AC,0030
22467,A,F010-001413,AC,0040
22467,A,F010-001413,ASC,0050
22467,A,F010-001413,AV,0060
22470,B,F010-001415A,AL_GENERALOTTO,0010
22470,B,F010-001415A,AC,0020
22470,B,F010-001415A,AC,0030
22470,B,F010-001415A,AC,0040
22470,B,F010-001415A,ASC,0050
22470,B,F010-001415A,AV,0060
22471,A,F010-001415A,AL_GENERALOTTO,0010
22471,A,F010-001415A,AC,0020
22471,A,F010-001415A,AC,0030
22471,A,F010-001415A,AC,0040
22471,A,F010-001415A,ASC,0050
22471,A,F010-001415A,AV,0060
22472,B,F010-001415HEN,AL_GENERALOTTO,0010
22472,B,F010-001415HEN,AC,0020
22472,B,F010-001415HEN,AC,0030
22472,B,F010-001415HEN,AC,0040
22472,B,F010-001415HEN,ASC,0050
22472,B,F010-001415HEN,AV,0060
22473,A,F010-001415HEN,AL_GENERALOTTO,0010
22473,A,F010-001415HEN,AC,0020
22473,A,F010-001415HEN,AC,0030
22473,A,F010-001415HEN,AC,0040
22473,A,F010-001415HEN,ASC,0050
22473,A,F010-001415HEN,AV,0060
22474,B,F010-001415K1,AL_GENERALOTTO,0010
22474,B,F010-001415K1,AC,0020
22474,B,F010-001415K1,AC,0030
22474,B,F010-001415K1,AC,0040
22474,B,F010-001415K1,ASC,0050
22474,B,F010-001415K1,AV,0060
22475,A,F010-001415K1,AL_GENERALOTTO,0010
22475,A,F010-001415K1,AC,0020
22475,A,F010-001415K1,AC,0030
22475,A,F010-001415K1,AC,0040
22475,A,F010-001415K1,ASC,0050
22475,A,F010-001415K1,AV,0060
22478,B,F010-001415,AL_GENERALOTTO,0010
22478,B,F010-001415,AC,0020
22478,B,F010-001415,AC,0030
22478,B,F010-001415,AC,0040
22478,B,F010-001415,ASC,0050
22478,B,F010-001415,AV,0060
22479,A,F010-001415,AL_GENERALOTTO,0010
22479,A,F010-001415,AC,0020
22479,A,F010-001415,AC,0030
22479,A,F010-001415,AC,0040
22479,A,F010-001415,ASC,0050
22479,A,F010-001415,AV,0060
22480,B,F010-001416A,AL_GENERALOTTO,0010
22480,B,F010-001416A,AC,0020
22480,B,F010-001416A,AC,0030
22480,B,F010-001416A,AC,0040
22480,B,F010-001416A,ASC,0050
22480,B,F010-001416A,AV,0060
22481,A,F010-001416A,AL_GENERALOTTO,0010
22481,A,F010-001416A,AC,0020
22481,A,F010-001416A,AC,0030
22481,A,F010-001416A,AC,0040
22481,A,F010-001416A,ASC,0050
22481,A,F010-001416A,AV,0060
22484,B,F010-001416K1,AL_GENERALOTTO,0010
22484,B,F010-001416K1,AC,0020
22484,B,F010-001416K1,AC,0030
22484,B,F010-001416K1,AC,0040
22484,B,F010-001416K1,ASC,0050
22484,B,F010-001416K1,AV,0060
22485,A,F010-001416K1,AL_GENERALOTTO,0010
22485,A,F010-001416K1,AC,0020
22485,A,F010-001416K1,AC,0030
22485,A,F010-001416K1,AC,0040
22485,A,F010-001416K1,ASC,0050
22485,A,F010-001416K1,AV,0060
22488,B,F010-001416,AL_GENERALOTTO,0010
22488,B,F010-001416,AC,0020
22488,B,F010-001416,AC,0030
22488,B,F010-001416,AC,0040
22488,B,F010-001416,ASC,0050
22488,B,F010-001416,AV,0060
22489,A,F010-001416,AL_GENERALOTTO,0010
22489,A,F010-001416,AC,0020
22489,A,F010-001416,AC,0030
22489,A,F010-001416,AC,0040
22489,A,F010-001416,ASC,0050
22489,A,F010-001416,AV,0060
22490,B,F010-001417A,AL_GENERALOTTO,0010
22490,B,F010-001417A,AC,0020
22490,B,F010-001417A,AC,0030
22490,B,F010-001417A,AC,0040
22490,B,F010-001417A,ASC,0050
22490,B,F010-001417A,AV,0060
22491,A,F010-001417A,AL_GENERALOTTO,0010
22491,A,F010-001417A,AC,0020
22491,A,F010-001417A,AC,0030
22491,A,F010-001417A,AC,0040
22491,A,F010-001417A,ASC,0050
22491,A,F010-001417A,AV,0060
22494,B,F010-001417,AL_GENERALOTTO,0010
22494,B,F010-001417,AC,0020
22494,B,F010-001417,AC,0030
22494,B,F010-001417,AC,0040
22494,B,F010-001417,ASC,0050
22494,B,F010-001417,AV,0060
22495,A,F010-001417,AL_GENERALOTTO,0010
22495,A,F010-001417,AC,0020
22495,A,F010-001417,AC,0030
22495,A,F010-001417,AC,0040
22495,A,F010-001417,ASC,0050
22495,A,F010-001417,AV,0060
22496,B,F010-001418HEN,AL_GENERALOTTO,0010
22496,B,F010-001418HEN,AC,0020
22496,B,F010-001418HEN,AC,0030
22496,B,F010-001418HEN,AC,0040
22496,B,F010-001418HEN,ASC,0050
22496,B,F010-001418HEN,AV,0060
22497,A,F010-001418HEN,AL_GENERALOTTO,0010
22497,A,F010-001418HEN,AC,0020
22497,A,F010-001418HEN,AC,0030
22497,A,F010-001418HEN,AC,0040
22497,A,F010-001418HEN,ASC,0050
22497,A,F010-001418HEN,AV,0060
22498,B,F010-001418K1,AL_GENERALOTTO,0010
22498,B,F010-001418K1,AC,0020
22498,B,F010-001418K1,AC,0030
22498,B,F010-001418K1,AC,0040
22498,B,F010-001418K1,ASC,0050
22498,B,F010-001418K1,AV,0060
22499,A,F010-001418K1,AL_GENERALOTTO,0010
22499,A,F010-001418K1,AC,0020
22499,A,F010-001418K1,AC,0030
22499,A,F010-001418K1,AC,0040
22499,A,F010-001418K1,ASC,0050
22499,A,F010-001418K1,AV,0060
22502,B,F010-001418,AL_GENERALOTTO,0010
22502,B,F010-001418,AC,0020
22502,B,F010-001418,AC,0030
22502,B,F010-001418,AC,0040
22502,B,F010-001418,ASC,0050
22502,B,F010-001418,AV,0060
22503,A,F010-001418,AL_GENERALOTTO,0010
22503,A,F010-001418,AC,0020
22503,A,F010-001418,AC,0030
22503,A,F010-001418,AC,0040
22503,A,F010-001418,ASC,0050
22503,A,F010-001418,AV,0060
22510,B,F010-001422HEN,AL_GENERALOTTO,0010
22510,B,F010-001422HEN,AC,0020
22510,B,F010-001422HEN,AC,0030
22510,B,F010-001422HEN,AC,0040
22510,B,F010-001422HEN,ASC,0050
22510,B,F010-001422HEN,AV,0060
22511,A,F010-001422HEN,AL_GENERALOTTO,0010
22511,A,F010-001422HEN,AC,0020
22511,A,F010-001422HEN,AC,0030
22511,A,F010-001422HEN,AC,0040
22511,A,F010-001422HEN,ASC,0050
22511,A,F010-001422HEN,AV,0060
22526,B,F010-001427,AL_GENERALOTTO,0010
22526,B,F010-001427,AC,0020
22526,B,F010-001427,AC,0030
22526,B,F010-001427,AC,0040
22526,B,F010-001427,ASC,0050
22526,B,F010-001427,AV,0060
22527,A,F010-001427,AL_GENERALOTTO,0010
22527,A,F010-001427,AC,0020
22527,A,F010-001427,AC,0030
22527,A,F010-001427,AC,0040
22527,A,F010-001427,ASC,0050
22527,A,F010-001427,AV,0060
22535,A,F010-001430,AL_GENERALOTTO,0010
22535,A,F010-001430,AC,0020
22535,A,F010-001430,ASC_ST_PVD,0030
22535,A,F010-001430,AC,0040
22535,A,F010-001430,AC,0050
22535,A,F010-001430,AC,0060
22535,A,F010-001430,AC,0070
22535,A,F010-001430,AC,0080
22535,A,F010-001430,AC,0090
22535,A,F010-001430,ASC,0100
22535,A,F010-001430,AS,0110
22535,A,F010-001430,AV,0120
22535,A,F010-001430,AC,0095
22536,A,F010-001431,AL_GENERALOTTO,0010
22536,A,F010-001431,AC,0020
22536,A,F010-001431,AC,0030
22536,A,F010-001431,AC,0040
22536,A,F010-001431,AC,0050
22536,A,F010-001431,ASC,0060
22536,A,F010-001431,AV,0070
22539,B,F010-001435A,AL_GENERALOTTO,0010
22539,B,F010-001435A,AC,0020
22539,B,F010-001435A,AC,0030
22539,B,F010-001435A,AC,0040
22539,B,F010-001435A,ASC,0050
22539,B,F010-001435A,AV,0060
22540,A,F010-001435A,AL_GENERALOTTO,0010
22540,A,F010-001435A,AC,0020
22540,A,F010-001435A,AC,0030
22540,A,F010-001435A,AC,0040
22540,A,F010-001435A,ASC,0050
22540,A,F010-001435A,AV,0060
22541,B,F010-001435HEN,AL_GENERALOTTO,0010
22541,B,F010-001435HEN,AC,0020
22541,B,F010-001435HEN,AC,0030
22541,B,F010-001435HEN,AC,0040
22541,B,F010-001435HEN,ASC,0050
22541,B,F010-001435HEN,AV,0060
22542,A,F010-001435HEN,AL_GENERALOTTO,0010
22542,A,F010-001435HEN,AC,0020
22542,A,F010-001435HEN,AC,0030
22542,A,F010-001435HEN,AC,0040
22542,A,F010-001435HEN,ASC,0050
22542,A,F010-001435HEN,AV,0060
22543,B,F010-001435K1,AL_GENERALOTTO,0010
22543,B,F010-001435K1,AC,0020
22543,B,F010-001435K1,AC,0030
22543,B,F010-001435K1,AC,0040
22543,B,F010-001435K1,ASC,0050
22543,B,F010-001435K1,AV,0060
22544,A,F010-001435K1,AL_GENERALOTTO,0010
22544,A,F010-001435K1,AC,0020
22544,A,F010-001435K1,AC,0030
22544,A,F010-001435K1,AC,0040
22544,A,F010-001435K1,ASC,0050
22544,A,F010-001435K1,AV,0060
22547,B,F010-001435,AL_GENERALOTTO,0010
22547,B,F010-001435,AC,0020
22547,B,F010-001435,AC,0030
22547,B,F010-001435,AC,0040
22547,B,F010-001435,ASC,0050
22547,B,F010-001435,AV,0060
22548,A,F010-001435,AL_GENERALOTTO,0010
22548,A,F010-001435,AC,0020
22548,A,F010-001435,AC,0030
22548,A,F010-001435,AC,0040
22548,A,F010-001435,ASC,0050
22548,A,F010-001435,AV,0060
22553,A,F010-001436,AL_GENERALOTTO,0010
22553,A,F010-001436,AC,0020
